Manufacturer,Model,Year,Registration Status,Price,Mileage,Keys,Damage description,Transmission,Seats,Fuel Type,Link
Toyota,Hiace,2013,No,N/A,"194,753",," Engine Damage, Right Side Damage, Structural Damage, Under Body Damage, Selling De-Registered","Automatic,",10,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007420059/2013-toyota-hiace-high-roof-van?referringPage=SearchResults
SWIFT,Challenger Sport 554,2013,No,"$3,100",N/A,0," Right Side Damage, Structural Damage, Selling De-Registered",N/A,N/A,N/A,https://manheim.co.nz/damaged-vehicles/000000000007430073/2013-swift-challenger-sport-554-caravan?referringPage=SearchResults
Nissan,X-trail,2007,No,$0,"150,380",," Right Front Damage, Structural Damage, Selling De-Registered","Automatic,",5,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007430074/2007-nissan-x-trail-station-wagon?referringPage=SearchResults
Toyota,Regius,2009,No,N/A,"351,298",," Glass Broken, Left Side Damage, Roof Damage, Right Side Damage, Structural Damage, Selling De-Registered","Automatic,",3,Diesel,https://manheim.co.nz/damaged-vehicles/000000000007430075/2009-toyota-regius-ace-van?referringPage=SearchResults
Renault,Koleos,2015,No,$0,"101,429",," Right Front Damage, Structural Damage, Selling De-Registered","Automatic,",5,Diesel,https://manheim.co.nz/damaged-vehicles/000000000007430085/2015-renault-koleos-2-0-4x4-2-0d-4wd-6a-station-wagon?referringPage=SearchResults
Toyota,RAV4,2009,No,$0,"125,934",," Hard Hit, Rear Damage, Structural Damage, Selling De-Registered",N/A,5,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007430089/2009-toyota-rav4-station-wagon?referringPage=SearchResults
Toyota,Prius,2017,No,N/A,N/A,," Front Damage, Structural Damage, Selling De-Registered",N/A,5,Hybrid,https://manheim.co.nz/damaged-vehicles/000000000007430097/2017-toyota-prius-hatch?referringPage=SearchResults
BMW,I,2023,No,N/A,"76,745",," Front Damage, Rear Damage, Right Front Damage, Right Side Damage, Selling De-Registered",N/A,5,Electric,https://manheim.co.nz/damaged-vehicles/000000000007430099/2023-bmw-i-ix3-m-sport-80kwh-e-touring?referringPage=SearchResults
Nissan,Tiida,2009,No,$0,"91,273",," Airbags Deployed, Water Damage, Selling De-Registered","Automatic,",5,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007430102/2009-nissan-tiida-hatch?referringPage=SearchResults
Mazda,Axela,2007,No,$0,"237,055",," Left Side Damage, Selling De-Registered","Automatic,",5,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007430106/2007-mazda-axela-hatch?referringPage=SearchResults
Toyota,Vitz,2005,No,$0,"170,989",," Structural Damage, Suspension Damage, Selling De-Registered",N/A,5,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007430132/2005-toyota-vitz-hatch?referringPage=SearchResults
Honda,CMX,2021,No,$0,1,," Front Damage, Interior Damage, Frame Damaged, Right Front Damage, Right Rear Damage, Right Side Damage, Structural Damage, Suspension Damage, Selling De-Registered","Manual,",N/A,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007300139/2021-honda-cmx-500-p-motorcycle?referringPage=SearchResults
Ford,Ranger,2015,Yes,N/A,"387,013",, Selling Registered,"Automatic,",5,Diesel,https://manheim.co.nz/damaged-vehicles/000000000007430178/2015-ford-ranger-td-xlt-dc-w-sa-3-2d-dual-cab-utility?referringPage=SearchResults
Suzuki,Grand Vitara,2005,Yes,$0,"311,494",," Stolen & Recovered, Selling Registered","Automatic,",5,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007430201/2005-suzuki-grand-vitara-wjlx-2-0-5dr-station-wagon?referringPage=SearchResults
Mitsubishi,ASX,2025,No,N/A,"13,278",," Left Front Damage, Left Side Damage, Selling De-Registered","CVT,",5,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007410216/2025-mitsubishi-asx-ls-2-0p-cvt-station-wagon?referringPage=SearchResults
Toyota,OPA,2004,No,$0,"185,250",," Left Side Damage, Structural Damage, Selling De-Registered","Automatic,",5,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007430343/2004-toyota-opa-hatch?referringPage=SearchResults
Mazda,Atenza,2011,No,$0,"311,842",," Front Damage, Structural Damage, Selling De-Registered","Automatic,",5,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007430388/2011-mazda-atenza-station-wagon?referringPage=SearchResults
Toyota,Corolla,2008,No,$0,N/A,," Left Rear Damage, Rear Damage, Right Rear Damage, Structural Damage, Selling De-Registered","Automatic,",5,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007430396/2008-toyota-corolla-1-8p-gx-hatch-5-4a-hatch?referringPage=SearchResults
Mazda,Premacy,2007,No,$0,N/A,," Left Front Damage, Left Rear Damage, Left Side Damage, Right Front Damage, Structural Damage, Selling De-Registered","Automatic,",7,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007420395/2007-mazda-premacy-station-wagon?referringPage=SearchResults
Toyota,Hiace,2009,No,N/A,"295,622",," Rear Damage, Structural Damage, Selling De-Registered","6spd Automatic,",3,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007430448/2009-toyota-hiace-van?referringPage=SearchResults
HOMEMADE,N/A,2000,No,"$4,000",N/A,0," Chassis Damage, Frame Damaged, Structural Damage, Selling De-Registered",N/A,N/A,N/A,https://manheim.co.nz/damaged-vehicles/000000000007410481/2000-homemade-transporter-trailer?referringPage=SearchResults
Toyota,Corolla,2016,No,$0,"114,660",," Right Side Damage, Structural Damage, Selling De-Registered","Automatic,",5,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007410508/2016-toyota-corolla-gx-1-8p-cvt-ha-4dr--hatch?referringPage=SearchResults
Audi,A3,2022,No,N/A,"48,913",, Selling De-Registered,"7spd Automatic,",5,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007420500/2022-audi-a3-sedan?referringPage=SearchResults
Suzuki,Swift,2010,No,$0,N/A,," Left Front Damage, Right Rear Damage, Structural Damage, Selling De-Registered",N/A,5,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007430513/2010-suzuki-swift-hatch?referringPage=SearchResults
Vespa,Primavera,2018,Yes,$0,"8,400",, Selling Registered,"Automatic,",N/A,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007430526/2018-vespa-primavera-150-iget-scooter?referringPage=SearchResults
Yamaha,YZF-R3A,2023,No,$0,"30,400",," Structural Damage, Selling De-Registered","Automatic,",N/A,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007430609/2023-yamaha-yzf-r3a-n-motorcycle?referringPage=SearchResults
Mazda,Demio,2003,Yes,$0,"219,452",," Glass Broken, Ignition Damage, Stolen & Recovered, Selling Registered","Automatic,",5,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007420620/2003-mazda-demio-hatch?referringPage=SearchResults
TRAILER,JFK Jetski,2017,No,"$2,000",N/A,0," Rolled, Structural Damage, Selling De-Registered",Manua,N/A,N/A,https://manheim.co.nz/damaged-vehicles/000000000007430745/2017-trailer-jfk-jetski-trailer--boat-?referringPage=SearchResults
Honda,Odyssey,2013,No,$0,"150,775",," Front Damage, Structural Damage, Selling De-Registered","Automatic,",7,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007430801/2013-honda-odyssey-station-wagon?referringPage=SearchResults
Nissan,Note,2005,No,$0,"190,158",," Left Front Damage, Right Front Damage, Right Rear Damage, Structural Damage, Selling De-Registered","Automatic,",5,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007430802/2005-nissan-note-hatch?referringPage=SearchResults
Audi,Q7,2018,No,N/A,"128,287",," Left Front Damage, Right Front Damage, Structural Damage, Suspension Damage, Selling De-Registered","Automatic,",7,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007430804/2018-audi-q7-station-wagon?referringPage=SearchResults
Ford,Heavy VAN,2009,Yes,$0,"390,239",," Left Side Damage, Rear Damage, Selling Registered","Automatic,",3,Diesel,https://manheim.co.nz/damaged-vehicles/000000000007430805/2009-ford-heavy-van-transit-lwb-mroof-van?referringPage=SearchResults
Toyota,Aqua,2017,Yes,N/A,N/A,," Glass Broken, Left Side Damage, Selling Registered","CVT,",5,Hybrid,https://manheim.co.nz/damaged-vehicles/000000000007430806/2017-toyota-aqua-hybrid-hatch?referringPage=SearchResults
Volkswagen,Golf,2014,No,N/A,N/A,," Rear Damage, Structural Damage, Selling De-Registered",N/A,5,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007430807/2014-volkswagen-golf-r-hatch?referringPage=SearchResults
Toyota,Prius,2013,No,$0,N/A,," Front Damage, Left Front Damage, Right Front Damage, Structural Damage, Selling De-Registered","Automatic,",5,Hybrid,https://manheim.co.nz/damaged-vehicles/000000000007430808/2013-toyota-prius-alpha-station-wagon?referringPage=SearchResults
Nissan,Juke,2012,No,$0,N/A,," Rear Damage, Right Front Damage, Structural Damage, Selling De-Registered",N/A,5,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007430843/2012-nissan-juke-hatch?referringPage=SearchResults
Volkswagen,Golf,2011,No,$0,N/A,," Left Side Damage, Structural Damage, Selling De-Registered",N/A,5,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007430844/2011-volkswagen-golf-hatch?referringPage=SearchResults
Honda,Odyssey,2006,Yes,$0,N/A,," Stolen & Recovered, Selling Registered",N/A,7,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007430850/2006-honda-odyssey-station-wagon?referringPage=SearchResults
Mitsubishi,Eclipse Cross,2018,Yes,N/A,"150,920",," Left Rear Damage, Left Side Damage, Stolen & Recovered, Selling Registered","CVT,",5,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007400853/2018-mitsubishi-eclipse-cross-xls-1-5p-8cvt-station-wagon?referringPage=SearchResults
Tesla,Model 3,2022,No,N/A,N/A,," Rear Damage, Right Rear Damage, Structural Damage, Water Damage, Selling De-Registered","Automatic, Fuel Type, Electri",5,Electric,https://manheim.co.nz/damaged-vehicles/000000000007420872/2022-tesla-model-3-rear-wheel-drive-60-sedan?referringPage=SearchResults
Harley-Davidson,Street,2017,No,$0,"20,852",," Structural Damage, Selling De-Registered","Automatic,",N/A,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007430881/2017-harley-davidson-street-17-street-500-motorcycle?referringPage=SearchResults
Toyota,Prius,2011,No,$0,N/A,," Left Rear Damage, Right Rear Damage, Right Side Damage, Structural Damage, Under Body Damage, Selling De-Registered","Automatic,",5,Hybrid,https://manheim.co.nz/damaged-vehicles/000000000007430882/2011-toyota-prius-hybrid-hatch?referringPage=SearchResults
Nissan,Bluebird,2011,No,$0,"115,572",," Front Damage, Airbags Deployed, Structural Damage, Selling De-Registered","Automatic,",5,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007430889/2011-nissan-bluebird-sedan?referringPage=SearchResults
Toyota,Vitz,2002,No,$0,N/A,," Left Side Damage, Right Front Damage, Structural Damage, Selling De-Registered","Automatic,",5,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007430890/2002-toyota-vitz-hatch?referringPage=SearchResults
Mitsubishi,Galant,2006,No,$0,"200,363",," Left Side Damage, Structural Damage, Selling De-Registered","Automatic,",5,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007430913/2006-mitsubishi-galant-2-0p-sedan-a-sedan?referringPage=SearchResults
Toyota,Aqua,2014,No,$0,N/A,," Left Rear Damage, Rear Damage, Right Front Damage, Right Rear Damage, Vandalised - Interior, Structural Damage, Selling De-Registered","Automatic,",5,Hybrid,https://manheim.co.nz/damaged-vehicles/000000000007430916/2014-toyota-aqua-hatch?referringPage=SearchResults
Honda,fit,2013,No,$0,N/A,," Front Damage, Structural Damage, Selling De-Registered",N/A,5,Hybrid,https://manheim.co.nz/damaged-vehicles/000000000007430921/2013-honda-fit-shuttle-station-wagon?referringPage=SearchResults
Audi,A5,2013,No,$0,N/A,," Engine Damage, Fire Damage, Glass Broken, Interior Damage, Rear Damage, Fire - Entire Vehicle, Structural Damage, Selling De-Registered","Automatic,",4,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007430923/2013-audi-a5-spback-2-0t-quattro-sedan?referringPage=SearchResults
Toyota,Vitz,2005,No,$0,"120,608",," Rear Damage, Structural Damage, Selling De-Registered","4spd Automatic,",5,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007430931/2005-toyota-vitz-hatch?referringPage=SearchResults
Toyota,SAI,2012,No,$0,"102,749",," Rear Damage, Structural Damage, Selling De-Registered","Automatic,",5,Hybrid,https://manheim.co.nz/damaged-vehicles/000000000007430932/2012-toyota-sai-hybrid-sedan?referringPage=SearchResults
Ford,Ranger,2007,No,$0,"293,954",," Front Damage, Right Rear Damage, Right Side Damage, Structural Damage, Selling De-Registered","Manual,",5,Diesel,https://manheim.co.nz/damaged-vehicles/000000000007430933/2007-ford-ranger-3-0td-xl-dc-w-s-4x4-dual-cab-utility?referringPage=SearchResults
Toyota,Aqua,2016,Yes,N/A,N/A,," Glass Broken, Ignition Damage, Right Front Damage, Vandalised - Interior, Stolen & Recovered, Selling Registered","Automatic,",5,Hybrid,https://manheim.co.nz/damaged-vehicles/000000000007430935/2016-toyota-aqua-hatch?referringPage=SearchResults
Citroen,C5,2014,No,$0,"251,456",," Rear Damage, Roof Damage, Structural Damage, Selling De-Registered","6spd Automatic,",5,Diesel,https://manheim.co.nz/damaged-vehicles/000000000007430936/2014-citroen-c5-2-0exclusivetourer-station-wagon?referringPage=SearchResults
Nissan,Navara,2004,Yes,$0,"192,392",," Stolen & Recovered, Selling Registered",N/A,5,Diesel,https://manheim.co.nz/damaged-vehicles/000000000007430937/2004-nissan-navara-3-0-4wd-d-c-w-s-ven-dual-cab-chassis?referringPage=SearchResults
GWM,Tank,2025,No,N/A,N/A,," Front Damage, Left Side Damage, Rear Damage, Roof Damage, Right Front Damage, Structural Damage, Selling De-Registered",N/A,5,Hybrid,https://manheim.co.nz/damaged-vehicles/000000000007430957/2025-gwm-tank-300-ultra-hybrid-2--station-wagon?referringPage=SearchResults
LDV,T60,2015,No,$0,"364,743",," Right Side Damage, Structural Damage, Selling De-Registered","Automatic,",5,Diesel,https://manheim.co.nz/damaged-vehicles/000000000007430966/2015-ldv-t60-max-2-lux-4wd-at-2--dual-cab-utility?referringPage=SearchResults
Toyota,Hiace,2005,No,N/A,"224,510",," Left Side Damage, Rear Damage, Vandalised - Interior, Structural Damage, Selling De-Registered","Automatic,",3,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007410987/2005-toyota-hiace-panel-van?referringPage=SearchResults
Nissan,Pulsar,1999,No,$0,"336,256",," Front Damage, Structural Damage, Selling De-Registered",N/A,5,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007431004/1999-nissan-pulsar-1-6-slx-5dr-5m-p-hatch?referringPage=SearchResults
Aprilia,RS 457,2025,No,$0,"10,894",," Front Fork Damaged, Structural Damage, Selling De-Registered","Automatic,",N/A,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007431056/2025-aprilia-rs-457-motorcycle?referringPage=SearchResults
Toyota,Corolla,2019,No,N/A,N/A,," Rear Damage, Structural Damage, Selling De-Registered","Automatic,",5,Hybrid,https://manheim.co.nz/damaged-vehicles/000000000007431058/2019-toyota-corolla-axio-hybrid-sedan?referringPage=SearchResults
Nissan,Caravan,2013,No,$0,N/A,," Front Damage, Rear Damage, Structural Damage, Selling De-Registered","Automatic,",3,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007431060/2013-nissan-caravan-nv350-van?referringPage=SearchResults
Subaru,Legacy,2012,No,$0,N/A,," Rear Damage, Structural Damage, Selling De-Registered",N/A,5,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007431081/2012-subaru-legacy-station-wagon?referringPage=SearchResults
Mitsubishi,Lancer,2005,No,$0,"204,809",," Left Front Damage, Structural Damage, Selling De-Registered","Automatic,",5,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007431088/2005-mitsubishi-lancer-es-sedan?referringPage=SearchResults
Ford,Mondeo,2013,Yes,$0,"155,448",," Front Damage, Left Rear Damage, Left Side Damage, Roof Damage, Right Rear Damage, Right Side Damage, Selling Registered","Automatic,",5,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007431093/2013-ford-mondeo-2-3p-auto-hatch?referringPage=SearchResults
Hyundai,i30,2012,No,$0,"161,531",," Front Damage, Structural Damage, Selling De-Registered","Automatic,",5,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007431103/2012-hyundai-i30-hatch?referringPage=SearchResults
Mazda,Axela,2009,No,$0,N/A,," Fire Damage, Fire - Interior, Selling De-Registered","Automatic,",5,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007431113/2009-mazda-axela-sedan?referringPage=SearchResults
Toyota,Vitz,1999,No,$0,N/A,," Left Front Damage, Structural Damage, Selling De-Registered","Automatic,",5,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007431124/1999-toyota-vitz-hatch?referringPage=SearchResults
