Manufacturer,Model,Year,Registration Status,Price,Mileage,Keys,Damage description,Transmission,Seats,Fuel Type,Link
Subaru,Forester,2008,No,$200,"256,123",," Has Key, Rear Damage, Structural Damage, Selling De-Registered","Automatic,",5,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007390040/2008-subaru-forester-station-wagon?referringPage=SearchResults
Nissan,X-trail,2011,No,$950,"185,162",," Rear Damage, Structural Damage, Selling De-Registered",N/A,5,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007380062/2011-nissan-x-trail-station-wagon?referringPage=SearchResults
KTM,390,2021,Yes,$0,"10,383",," Stolen & Recovered, Selling Registered",N/A,N/A,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007410100/2021-ktm-390-duke-399p-motorcycle?referringPage=SearchResults
Isuzu,max,2016,No,"$1,950","291,947",," Front Damage, Airbags Deployed, Structural Damage, Selling De-Registered","Automatic,",5,Diesel,https://manheim.co.nz/damaged-vehicles/000000000007400171/2016-isuzu-max-utility?referringPage=SearchResults
Toyota,Estima,2009,No,$500,"203,179",," Front Damage, Structural Damage, Selling De-Registered","Automatic,",7,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007400173/2009-toyota-estima-station-wagon?referringPage=SearchResults
Mitsubishi,Outlander,2023,No,N/A,"62,624",," Water Damage, Selling De-Registered","Automatic,",5,Hybrid,https://manheim.co.nz/damaged-vehicles/000000000007390208/2023-mitsubishi-outlander-ls-phev-4wd-at-station-wagon?referringPage=SearchResults
Nissan,Serena,2012,No,$500,N/A,," Left Rear Damage, Roof Damage, Right Front Damage, Right Rear Damage, Right Side Damage, Structural Damage, Selling De-Registered","Automatic,",8,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007400239/2012-nissan-serena-station-wagon?referringPage=SearchResults
FACTORY BUILT,NZ Trailers,2008,No,"$1,600",N/A,0," Roof Damage, Structural Damage, Selling De-Registered",N/A,N/A,N/A,https://manheim.co.nz/damaged-vehicles/000000000007420373/2008-factory-built-nz-trailers-float--horse-?referringPage=SearchResults
Skoda,Scala,2019,No,"$1,650","220,163",," Water Damage, Selling De-Registered","Automatic,",5,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007410467/2019-skoda-scala-sport-tsi-110kw-1-5-hatch?referringPage=SearchResults
HOMEMADE,N/A,2000,No,"$4,000",N/A,0," Chassis Damage, Frame Damaged, Structural Damage, Selling De-Registered",N/A,N/A,N/A,https://manheim.co.nz/damaged-vehicles/000000000007410481/2000-homemade-transporter-trailer?referringPage=SearchResults
