Manufacturer,Model,Year,Registration Status,Price,Mileage,Keys,Damage description,Transmission,Seats,Fuel Type,Link
Mazda,Premacy,2012,No,$0,"151,742",," Rear Damage, Right Rear Damage, Structural Damage, Selling De-Registered",N/A,7,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007420018/2012-mazda-premacy-station-wagon?referringPage=SearchResults
Mitsubishi,Lancer,2003,No,$0,"182,896",," Rear Damage, Structural Damage, Selling De-Registered","Automatic,",5,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007420024/2003-mitsubishi-lancer-2-0p-vr-x-sedan-a-sedan?referringPage=SearchResults
Toyota,Aqua,2014,No,$0,N/A,," Front Damage, Structural Damage, Selling De-Registered","Automatic,",5,Hybrid,https://manheim.co.nz/damaged-vehicles/000000000007420028/2014-toyota-aqua-hatch?referringPage=SearchResults
Ford,Courier,2003,No,$0,"229,968",," Right Side Damage, Structural Damage, Selling De-Registered",N/A,5,Diesel,https://manheim.co.nz/damaged-vehicles/000000000007420033/2003-ford-courier-xlx-crew-cab-dual-cab-utility?referringPage=SearchResults
Nissan,Qashqai,2021,No,N/A,N/A,," Engine Damage, Glass Broken, Interior Damage, Right Side Damage, Water Damage, Selling De-Registered","Automatic,",5,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007420042/2021-nissan-qashqai-st-l-2-0p-cvt-hatch?referringPage=SearchResults
Subaru,Forester,2008,No,$0,"256,123",," Has Key, Rear Damage, Structural Damage, Selling De-Registered","Automatic,",5,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007390040/2008-subaru-forester-station-wagon?referringPage=SearchResults
Toyota,C-hr,2017,No,N/A,N/A,," Left Side Damage, Right Side Damage, Structural Damage, Selling De-Registered","Automatic,",5,Hybrid,https://manheim.co.nz/damaged-vehicles/000000000007420053/2017-toyota-c-hr-hatch?referringPage=SearchResults
Suzuki,Swift,2005,No,$0,"146,211",," Rear Damage, Structural Damage, Selling De-Registered","Automatic,",5,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007420055/2005-suzuki-swift-hatch?referringPage=SearchResults
Toyota,Landcruiser,1998,No,$0,"328,690",," Engine Damage, Front Damage, Structural Damage, Stolen & Recovered, Transmission Failure, Water Damage, Selling De-Registered","Automatic,",8,Diesel,https://manheim.co.nz/damaged-vehicles/000000000007420058/1998-toyota-landcruiser-prado-tx-limited-station-wagon?referringPage=SearchResults
Holden,Barina Spark,2014,No,$0,"196,844",," Left Side Damage, Structural Damage, Selling De-Registered","4spd Automatic,",5,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007420060/2014-holden-barina-spark-cd-1-2p-4at-ha-4dr--hatch?referringPage=SearchResults
Ford,Kuga,2013,Yes,$0,"144,703",," Left Side Damage, Selling Registered",N/A,5,N/A,https://manheim.co.nz/damaged-vehicles/000000000007420068/2013-ford-kuga-awd-2-0-diesel-auto-station-wagon?referringPage=SearchResults
Toyota,RAV4,2022,Yes,N/A,"58,161",," Stolen & Recovered, Selling Registered","8spd Automatic,",5,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007380064/2022-toyota-rav4-gxl-2-5p-4wd-8at-station-wagon?referringPage=SearchResults
Toyota,IST,2002,No,$0,"168,065",," Left Rear Damage, Structural Damage, Selling De-Registered",N/A,5,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007420077/2002-toyota-ist-sedan?referringPage=SearchResults
KTM,390,2021,Yes,$0,"10,383",," Stolen & Recovered, Selling Registered",N/A,N/A,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007410100/2021-ktm-390-duke-399p-motorcycle?referringPage=SearchResults
CF Moto,675sr-r,2025,No,$0,"8,582",," Left Side Damage, Right Side Damage, Structural Damage, Selling De-Registered",N/A,N/A,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007420113/2025-cfmoto-675sr-r-motorcycle?referringPage=SearchResults
Toyota,Vitz,2000,No,$0,"134,268",," Left Side Damage, Selling De-Registered","Automatic,",5,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007420149/2000-toyota-vitz-hatch?referringPage=SearchResults
Honda,Civic,2004,No,$0,"295,857",," Front Damage, Airbags Deployed, Structural Damage, Selling De-Registered","Manual,",5,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007420151/2004-honda-civic-ferio-sedan?referringPage=SearchResults
Mitsubishi,Colt,2005,No,$0,"149,114",," Left Side Damage, Structural Damage, Selling De-Registered","Automatic,",5,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007420152/2005-mitsubishi-colt-plus-hatch?referringPage=SearchResults
Nissan,Primera,1997,No,$0,"357,572",," Interior Damage, Stolen & Recovered, Selling De-Registered","4spd Automatic,",5,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007420154/1997-nissan-primera-camino-2-0-sedan?referringPage=SearchResults
Nissan,Tiida,2007,No,$0,"125,474",," Left Rear Damage, Structural Damage, Selling De-Registered","Automatic,",5,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007420155/2007-nissan-tiida-hatch?referringPage=SearchResults
Toyota,Spade,2013,No,$0,"106,208",," Stolen & Recovered, Water Damage, Selling De-Registered","Automatic,",5,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007420158/2013-toyota-spade-hatch?referringPage=SearchResults
Suzuki,SX4,2008,No,$0,"84,751",," Rolled, Dismantled - Entire Vehicle, Structural Damage, Selling De-Registered","Automatic,",5,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007420159/2008-suzuki-sx4-hatch?referringPage=SearchResults
Ford,Ranger,2021,No,N/A,"95,099",," Chassis Damage, Front Damage, Airbags Deployed, Structural Damage, Selling De-Registered","Automatic,",5,Diesel,https://manheim.co.nz/damaged-vehicles/000000000007420167/2021-ford-ranger-wildtrak-3-2d-4wd-dual-cab-utility?referringPage=SearchResults
Holden,Trax,2019,No,$0,N/A,," Front Damage, Rear Damage, Structural Damage, Selling De-Registered","Automatic,",5,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007420182/2019-holden-trax-ltz-1-4p-6at-station-wagon?referringPage=SearchResults
Mazda,BT-50,2016,No,N/A,N/A,," Front Damage, Structural Damage, Selling De-Registered","Automatic,",4,Diesel,https://manheim.co.nz/damaged-vehicles/000000000007420188/2016-mazda-bt-50-glx-f-c-c-c-3-2d-6a-dual-cab-chassis?referringPage=SearchResults
Honda,fit,2012,No,$0,N/A,," Front Damage, Airbags Deployed, Structural Damage, Selling De-Registered","Automatic,",5,Hybrid,https://manheim.co.nz/damaged-vehicles/000000000007420194/2012-honda-fit-hybrid-hatch?referringPage=SearchResults
