Manufacturer,Model,Year,Registration Status,Price,Mileage,Keys,Damage description,Transmission,Seats,Fuel Type,Link
SWIFT,Challenger Sport 554,2013,No,"$3,300",N/A,0," Right Side Damage, Structural Damage, Selling De-Registered",N/A,N/A,N/A,https://manheim.co.nz/damaged-vehicles/000000000007430073/2013-swift-challenger-sport-554-caravan?referringPage=SearchResults
Nissan,X-trail,2007,No,$0,"150,380",," Right Front Damage, Structural Damage, Selling De-Registered","Automatic,",5,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007430074/2007-nissan-x-trail-station-wagon?referringPage=SearchResults
Renault,Koleos,2015,No,$0,"101,429",," Right Front Damage, Structural Damage, Selling De-Registered","Automatic,",5,Diesel,https://manheim.co.nz/damaged-vehicles/000000000007430085/2015-renault-koleos-2-0-4x4-2-0d-4wd-6a-station-wagon?referringPage=SearchResults
Toyota,RAV4,2009,No,$0,"125,934",," Hard Hit, Rear Damage, Structural Damage, Selling De-Registered",N/A,5,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007430089/2009-toyota-rav4-station-wagon?referringPage=SearchResults
Nissan,Tiida,2009,No,$0,"91,273",," Airbags Deployed, Water Damage, Selling De-Registered","Automatic,",5,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007430102/2009-nissan-tiida-hatch?referringPage=SearchResults
Mazda,Axela,2007,No,$0,"237,055",," Left Side Damage, Selling De-Registered","Automatic,",5,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007430106/2007-mazda-axela-hatch?referringPage=SearchResults
Toyota,Vitz,2005,No,$0,"170,989",," Structural Damage, Suspension Damage, Selling De-Registered",N/A,5,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007430132/2005-toyota-vitz-hatch?referringPage=SearchResults
Honda,CMX,2021,No,$0,1,," Front Damage, Interior Damage, Frame Damaged, Right Front Damage, Right Rear Damage, Right Side Damage, Structural Damage, Suspension Damage, Selling De-Registered","Manual,",N/A,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007300139/2021-honda-cmx-500-p-motorcycle?referringPage=SearchResults
Suzuki,Grand Vitara,2005,Yes,$0,"311,494",," Stolen & Recovered, Selling Registered","Automatic,",5,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007430201/2005-suzuki-grand-vitara-wjlx-2-0-5dr-station-wagon?referringPage=SearchResults
Nissan,Bluebird,2005,Yes,$0,"114,662",," Right Side Damage, Selling Registered",N/A,5,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007440259/2005-nissan-bluebird-sylphy-sedan?referringPage=SearchResults
