Manufacturer,Model,Registration Status,Price,Mileage,Keys,Damage description,Transmission,Seats,Fuel Type,Link
BMW,325i,No,"$2,025",N/A,," Left Side Damage, Structural Damage, Selling De-Registered","Automatic,",5,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007270019/1994-bmw-325i-sedan?referringPage=SearchResults
Mitsubishi,L300,No,$0,"67,565",," Left Front Damage, Left Side Damage, Structural Damage, Selling De-Registered","Automatic,",3,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007270054/2012-mitsubishi-l300-2-4p-lwb-5-door-van?referringPage=SearchResults
Toyota,Corolla,No,N/A,"72,298",," Left Side Damage, Airbags Deployed, Structural Damage, Selling De-Registered","Automatic,",5,Hybrid,https://manheim.co.nz/damaged-vehicles/000000000007270063/2021-toyota-corolla-sx-1-8ph-cvt-sedan?referringPage=SearchResults
Nissan,Navara,Yes,"$1,450",N/A,," Engine Damage, Selling Registered","Manual,",5,Diesel,https://manheim.co.nz/damaged-vehicles/000000000007270064/2008-nissan-navara-4wd-d-c-2-5d-dual-cab-utility?referringPage=SearchResults
Jaguar,X-type,No,$600,"219,210",," Left Side Damage, Right Side Damage, Structural Damage, Selling De-Registered","Automatic,",5,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007270065/2004-jaguar-x-type-2-5-v6-se-4dr-5spa-sedan?referringPage=SearchResults
Mazda,MAZDA3,No,$0,"252,478",," Rear Damage, Structural Damage, Selling De-Registered","Automatic,",5,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007270072/2007-mazda-mazda3-sporthatch-gsx-2-0-hatch?referringPage=SearchResults
Volkswagen,Golf,No,$0,"154,347",," Front Damage, Structural Damage, Selling De-Registered","Automatic,",5,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007270094/2012-volkswagen-golf-tsi-90kw-7dsg-hatch?referringPage=SearchResults
Ford,Falcon,Yes,$0,"211,820",, Selling Registered,"Automatic,",5,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007270177/2012-ford-falcon-fg2-xr6-sedan-a-sedan?referringPage=SearchResults
Mazda,Premacy,No,$500,N/A,," Ignition Damage, Left Rear Damage, Left Side Damage, Structural Damage, Stolen & Recovered, Selling De-Registered","Automatic,",7,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007270214/2011-mazda-premacy-i-stop-station-wagon?referringPage=SearchResults
Mazda,Atenza,No,$0,N/A,, Selling De-Registered,"Automatic,",5,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007270308/2008-mazda-atenza-station-wagon?referringPage=SearchResults
Volkswagen,Polo,Yes,$600,"121,914",," Front Damage, Left Front Damage, Selling Registered","Automatic,",5,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007270318/2009-volkswagen-polo-hatch?referringPage=SearchResults
Mazda,Axela,No,$600,"228,061",," Left Rear Damage, Airbags Deployed, Structural Damage, Selling De-Registered","Automatic,",5,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007270333/2004-mazda-axela-hatch?referringPage=SearchResults
Subaru,Impreza,No,$0,N/A,," Airbags Deployed, Glass Broken, Right Side Damage, Structural Damage, Selling De-Registered","Automatic,",5,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007240434/2015-subaru-impreza-station-wagon?referringPage=SearchResults
Mazda,MAZDA3,No,N/A,"93,358",," Structural Damage, Selling De-Registered","Automatic,",5,N/A,https://manheim.co.nz/damaged-vehicles/000000000007270514/2020-mazda-mazda3-takami-2-0ps-6at-hatch?referringPage=SearchResults
Toyota,Highlander,No,N/A,N/A,," Front Damage, Structural Damage, Selling De-Registered","Automatic,",7,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007270536/2011-toyota-highlander-3-5p-4wd-wagon5-5a-station-wagon?referringPage=SearchResults
Honda,CRV,No,$0,"86,203",," Left Rear Damage, Right Side Damage, Structural Damage, Suspension Damage, Selling De-Registered","Automatic,",5,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007250541/2007-honda-crv-station-wagon?referringPage=SearchResults
Ford,Fiesta,No,$300,"136,301",," Front Damage, Right Front Damage, Right Side Damage, Structural Damage, Selling De-Registered","Automatic,",5,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007260652/2004-ford-fiesta-5dr-1-6-a-hatch?referringPage=SearchResults
BMW,R1250,No,$275,N/A,," Front Damage, Left Side Damage, Frame Damaged, Right Front Damage, Right Side Damage, Structural Damage, Selling De-Registered","Manual,",N/A,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007250806/2020-bmw-r1250-rt-motorcycle?referringPage=SearchResults
FEED OUT,Trailer,No,$1,N/A,0," Structural Damage, Selling De-Registered",N/A,N/A,N/A,https://manheim.co.nz/damaged-vehicles/000000000007260811/1984-feed-out-trailer-trailer?referringPage=SearchResults
Toyota,Aqua,No,$500,N/A,," Front Damage, Structural Damage, Selling De-Registered",N/A,5,Hybrid,https://manheim.co.nz/damaged-vehicles/000000000007270814/2016-toyota-aqua-hatch?referringPage=SearchResults
Nissan,Caravan,No,$0,"264,900",," Left Rear Damage, Structural Damage, Selling De-Registered","Automatic,",3,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007270830/2009-nissan-caravan-van?referringPage=SearchResults
Subaru,Legacy,No,$0,N/A,," Right Rear Damage, Right Side Damage, Selling De-Registered","Automatic,",5,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007270887/2008-subaru-legacy-sedan?referringPage=SearchResults
Mazda,Demio,No,$400,N/A,," Rear Damage, Structural Damage, Selling De-Registered","Automatic,",5,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007270899/2008-mazda-demio-hatch?referringPage=SearchResults
Holden,Captiva,Yes,$0,N/A,, Selling Registered,"6spd Automatic,",7,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007270908/2015-holden-captiva-7-ls-equipe-2-4p-6a-station-wagon?referringPage=SearchResults
Hyundai,Santa FE,No,N/A,"202,953",, Selling De-Registered,"6spd Automatic,",7,N/A,https://manheim.co.nz/damaged-vehicles/000000000007260922/2016-hyundai-santa-fe-dm-2-2d-elite-5d-station-wagon?referringPage=SearchResults
Subaru,Impreza,Yes,$800,"225,130",," Ignition Damage, Left Side Damage, Vandalised - Interior, Stolen & Recovered, Selling Registered","Automatic,",5,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007270956/2001-subaru-impreza-wrx-sedan?referringPage=SearchResults
Mazda,E1800,No,$0,"224,554",," Rear Damage, Structural Damage, Selling De-Registered",N/A,3,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007270973/2011-mazda-e1800-van-swb-1-8-egi-m5-van?referringPage=SearchResults
Toyota,Camry,No,N/A,"133,654",," Left Rear Damage, Rear Damage, Right Rear Damage, Structural Damage, Selling De-Registered","Automatic,",5,Hybrid,https://manheim.co.nz/damaged-vehicles/000000000007270979/2016-toyota-camry-sedan?referringPage=SearchResults
Toyota,Markx,No,$600,N/A,," Front Damage, Rear Damage, Structural Damage, Selling De-Registered","Automatic,",5,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007251041/2007-toyota-markx-sedan?referringPage=SearchResults
Ford,Ranger,No,N/A,"109,703",," Rolled, Airbags Deployed, Structural Damage, Selling De-Registered","Automatic,",5,Diesel,https://manheim.co.nz/damaged-vehicles/000000000007261103/2017-ford-ranger-xlt-double-cab-w-s-dual-cab-utility?referringPage=SearchResults
Subaru,XV,No,$0,"121,519",," Front Damage, Structural Damage, Selling De-Registered","Automatic,",5,Hybrid,https://manheim.co.nz/damaged-vehicles/000000000007271141/2014-subaru-xv-sedan?referringPage=SearchResults
Holden,Captiva,No,$600,"313,728",," Front Damage, Structural Damage, Selling De-Registered","Automatic,",7,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007271188/2011-holden-captiva-7-cx-awd-3-0-at-station-wagon?referringPage=SearchResults
Subaru,Impreza,No,$600,"180,088",," Front Damage, Structural Damage, Selling De-Registered","Automatic,",5,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007271345/2009-subaru-impreza-hatch?referringPage=SearchResults
BMW,X3,No,$0,N/A,," Front Damage, Rear Damage, Structural Damage, Selling De-Registered","Automatic,",5,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007261367/2009-bmw-x3-touring?referringPage=SearchResults
