Manufacturer,Model,Year,Registration Status,Price,Mileage,Keys,Damage description,Transmission,Seats,Fuel Type,Link
Volvo,S60,2011,No,$600,N/A,," Right Side Damage, Structural Damage, Selling De-Registered",N/A,5,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007440032/2011-volvo-s60-1-6l-petrol-sedan?referringPage=SearchResults
Nissan,X-trail,2007,No,$0,"150,380",," Right Front Damage, Structural Damage, Selling De-Registered","Automatic,",5,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007430074/2007-nissan-x-trail-station-wagon?referringPage=SearchResults
Renault,Koleos,2015,No,$0,"101,429",," Right Front Damage, Structural Damage, Selling De-Registered","Automatic,",5,Diesel,https://manheim.co.nz/damaged-vehicles/000000000007430085/2015-renault-koleos-2-0-4x4-2-0d-4wd-6a-station-wagon?referringPage=SearchResults
Mazda,Axela,2007,No,$750,"237,055",," Left Side Damage, Selling De-Registered","Automatic,",5,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007430106/2007-mazda-axela-hatch?referringPage=SearchResults
Honda,CMX,2021,No,$400,1,," Front Damage, Interior Damage, Frame Damaged, Right Front Damage, Right Rear Damage, Right Side Damage, Structural Damage, Suspension Damage, Selling De-Registered","Manual,",N/A,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007300139/2021-honda-cmx-500-p-motorcycle?referringPage=SearchResults
Nissan,Murano,2004,No,$750,"195,422",," Right Rear Damage, Structural Damage, Selling De-Registered",N/A,5,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007440164/2004-nissan-murano-station-wagon?referringPage=SearchResults
Toyota,Hilux,2010,No,N/A,"371,103",," Left Side Damage, Right Side Damage, Structural Damage, Selling De-Registered",N/A,5,Diesel,https://manheim.co.nz/damaged-vehicles/000000000007440165/2010-toyota-hilux-3-0td-4wd-dc-5m-utility?referringPage=SearchResults
Toyota,Corolla 1.6P GX Sedan 4A,1997,No,$500,"206,751",," Left Side Damage, Rear Damage, Right Side Damage, Structural Damage, Stolen & Recovered, Selling De-Registered","Automatic,",5,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007440166/1997-toyota-corolla-1-6p-gx-sedan-4a-sedan?referringPage=SearchResults
Haval,H6,2022,No,"$3,900","79,340",," Chassis Damage, Rear Damage, Right Rear Damage, Structural Damage, Selling De-Registered",N/A,5,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007440168/2022-haval-h6-lux-2wd-2-0pt-station-wagon?referringPage=SearchResults
Toyota,Passo,2006,No,$500,N/A,," Front Damage, Rear Damage, Structural Damage, Selling De-Registered","Automatic,",5,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007440181/2006-toyota-passo-hatch?referringPage=SearchResults
Volkswagen,Golf,2016,No,"$1,450","103,148",," Airbags Deployed, Front Damage, Structural Damage, Selling De-Registered","Automatic,",5,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007440182/2016-volkswagen-golf-alltrack-station-wagon?referringPage=SearchResults
Mitsubishi,ASX,2013,No,$750,"64,319",," Fire Damage, Fire - Entire Vehicle, Structural Damage, Selling De-Registered","Automatic,",5,Petrol,https://manheim.co.nz/damaged-vehicles/000000000007440184/2013-mitsubishi-asx-2wd-2-0p-cvt-ls-station-wagon?referringPage=SearchResults
